name;;;;
4FRONT CREDIT UNION;;;;
AB Citadele Bankas;;;;
ABU DHABI COMMERCIAL BANK;;;;
Abu Dhabi Islamic Bank;;;;
ACESSO SOLUCOES DE PAGAMENTO S;;;;
Acleda Bank Plc.;;;;
Advanced Bank of Asia Limited;;;;
ADVANCED BANK OF ASIA LTD;;;;
ADVANZIA BANK S.A.;;;;
Aeon Credit Service (Asia) Co., Ltd;;;;
AEON CREDIT SERVICE (M) BERHAD;;;;
AEON Financial Service Co., Ltd.;;;;
AEON THANA SINSAP (THAILAND) PUBLIC COMPANY LIMITED;;;;
Affin Bank Berhad;;;;
Affin Islamic Bank Berhad;;;;
Affinity Plus Federal Credit Union;;;;
Agricultural Bank of China;;;;
Agriculture bank of China;;;;
AHLI BANK OF KUWAIT;;;;
Airwallex (Hong Kong) Limited;;;;
Al Khalij Commercial Bank (Q.S.C.);;;;
Al Rajhi Banking and Investment Corp. / Arab Bank PLC / BRD - Groupe Societe Generale S.A. / Banco de Costa Rica / Bank Fund Staff Federal Credit Union / Bank Polskiej Spoldzielczosci S.A. / Bank of America, National Association / Bank of China Limited / Butterfield Bank (Cayman) Limited / Byblos Bank SAL / CJSC VTB Bank (Belarus) / Canara Bank / Carson Bank / Central Soya Federal Credit Union / Community Choice Credit Union / DZ Bank AG / Delta Schools Federal Credit Union / Dexsta Federal Credit Union / Georgia's Own Credit Union / Gesa Credit Union / HDFC Bank Limited / Huntington County Federal Credit Union / ICBA Bancard / ING Bank Slaski SA / Khaleeji Commercial Bank BSC / National Bank of Kuwait, S.A.K. / Northern States Power - St. Paul Credit Union / Peoples Trust Company / Prisma Medios de Pago S.A. / Saigon Thuong Tin Commercial Joint Stock Bank / Sathapana Bank Plc / Services Credit Union / Sioux Valley Community Credit Union / Slovenska Sporitelna A.S. / The Bancorp Bank / The Bank of N.T. Butterfield & Son, Ltd. / The Muncy Bank and Trust Company / Victoria Federal Credit Union / Webbank / West Suburban Bank;;;;
Alinma Bank;;;;
ALIZZ ISLAMIC BANK SAOG;;;;
ALLIANCE BANK MALAYSIA BERHAD;;;;
Alliant Credit Union;;;;
Allied Irish Banks, p.l.c.;;;;
Allstar Business Solutions Limited;;;;
ALTURA CREDIT UNION;;;;
AmBank (M) Berhad;;;;
AMBANK (M) BERHAD AMBANK ISLAMIC BERHAD;;;;
AmBank Islamic Berhad;;;;
America First Federal Credit Union;;;;
American Express;;;;
Americu Credit Union;;;;
ANZ Bank New Zealand Limited;;;;
AO Raiffeisenbank;;;;
APLUS Co., Ltd.;;;;
Apple Federal Credit Union;;;;
Arab National Bank;;;;
Arizona Federal Credit Union;;;;
Arrowhead Central Credit Union;;;;
ASB Bank;;;;
Asia Commercial Bank;;;;
Asia Green Development Bank Limited;;;;
Assemblies of God Credit Union;;;;
Associated Credit Union;;;;
Australia and New Zealand Banking Group Limited;;;;
AXIS BANK LIMITED;;;;
AXIS BANK LIMITED / CENTRAL PACIFIC BANK / CU COOPERATIVE SYSTEMS / CUSB BANK / FIDELITY INFORMATION SERVICES, / FISERV SOLUTIONS, LLC / INDIAN BANK / JACK HENRY & ASSOCIATES / METABANK, NATIONAL ASSOCIATION / ORIENT COMMERCIAL JOINT STOCK BANK / PEOPLE'S UNITED BANK, NATIONAL ASSOCIATION / PSCU INCORPORATED / PT. BANK RAKYAT INDONESIA (PERSERO) / PUNJAB NATIONAL BANK / RENASANT BANK / SBM BANK (INDIA) LIMITED / SHAZAM, INC. / STAR PROCESSING INC.;;;;
BAIDURI BANK BERHAD;;;;
Baiduri Bank BHD;;;;
BANCA AFIRME, S.A.;;;;
BANCA SELLA SPA;;;;
Banca Transilvania S.A.;;;;
Banco Agromercantil de Guatemala S.A.;;;;
Banco Bice;;;;
Banco Comercial e de Investimentos SARL;;;;
Banco Comercial Portugues S.A.;;;;
Banco Davivienda Honduras S.A.;;;;
BANCO DE CHILE;;;;
Banco de Oro UniBank, Inc.;;;;
BANCO G&T CONTINENTAL, S.A.;;;;
Banco General, S.A.;;;;
BANCO NACIONAL DE COSTA RICA;;;;
BANCO NACIONAL ULTRAMARINO S.A.;;;;
Banco Nacional Ultramarino, S.A.;;;;
BANCO PAN SA;;;;
Banco Regional S.A. Institucion De Banca Multiple, Banregio;;;;
BANCO SANTANDER S.A.;;;;
Banco Santander-Chile;;;;
BANCORP BANK, THE;;;;
BANGKOK BANK PUBLIC COMPANY LIMITED;;;;
BANK AUDI SAL;;;;
Bank Fund Staff Federal Credit Union;;;;
BANK HAPOALIM B.M.;;;;
BANK ISLAM BRUNEI DARUSSALAM BERHAD;;;;
Bank Islam Malaysia Berhad;;;;
Bank Leumi Le-Israel B.M.;;;;
BANK MUAMALAT MALAYSIA BERHAD;;;;
Bank Norwegian As;;;;
Bank of Africa Mer Rouge;;;;
Bank of America - Commercial Credit;;;;
Bank of America - Consumer Credit;;;;
BANK OF AMERICA, NATIONAL ASSOCIATION;;;;
Bank of Ayudhya Public Company Limited;;;;
Bank of Botetourt;;;;
BANK OF CEYLON;;;;
BANK OF CHINA;;;;
Bank of China (Singapore);;;;
BANK OF CHINA LIMITED;;;;
BANK OF COMMUNICATIONS;;;;
Bank of Communications(Hong Kong) Limited;;;;
BANK OF EAST ASIA, LIMITED, THE;;;;
BANK OF MALDIVES (PLC) LTD.;;;;
Bank of Maldives PLC;;;;
BANK OF MISSOURI, THE;;;;
BANK OF MONTREAL;;;;
Bank of New Zealand;;;;
Bank of Queensland Limited;;;;
BANK OF SCOTLAND PLC;;;;
BANK OF THE PHILIPPINE ISLANDS;;;;
BANK OF THE WEST;;;;
BANK SIMPANAN NASIONAL;;;;
Bank Sinopac;;;;
BankMuscat (SAOG);;;;
Banque federative du credit mutuel;;;;
BANQUE FEDERATIVE DU CREDIT MUTUEL (BFCM);;;;
Banque Pour Le Commerce Exterieur Lao;;;;
BANQUE SAUDI FRANSI;;;;
BARCLAYS BANK DELAWARE;;;;
Barclays Bank Ireland Plc;;;;
Barclays Bank PLC;;;;
BARCLAYS BANK PLC.;;;;
BARCLAYS BANK UK PLC;;;;
BAWAG P.S.K. BANK;;;;
Baxter Credit Union;;;;
BBVA Bancomer S.A.;;;;
BC Card Company, Limited;;;;
BDO UNIBANK, INC.;;;;
BEEHIVE FEDERAL CREDIT UNION;;;;
BELFIUS BANK N.V. / BELFIUS BANQUE S.A.;;;;
BENDIGO AND ADELAIDE BANK LIMITED;;;;
BH BANK;;;;
BIGPAY MALAYSIA SDN. BHD.;;;;
BigPay Singapore Pte. Ltd.;;;;
BNC National Bank / Bank of Winnfield & Trust Company / Capital Communications Federal Credit Union / Citizens Bank, National Association / DBS Bank (Hong Kong) Limited / DBS Bank Ltd / Expree Credit Union / Freedom First Federal Credit Union / HSBC Bank (Singapore) Limited / Investec Bank plc / Malayan Banking Berhad / Novation Credit Union / Red River Bank / Seacoast National Bank / SkyPoint Federal Credit Union / Summit Credit Union;;;;
BNP PARIBAS;;;;
BNP PARIBAS FORTIS;;;;
BNP PARIBAS FORTIS NV/SA.;;;;
BOC CREDIT CARD (INTERNATIONAL) LIMITED;;;;
BOC Credit Card (International) Ltd.;;;;
BOEING EMPLOYEES CREDIT UNION;;;;
BOKF, NATIONAL ASSOCIATION;;;;
BOKIS;;;;
Boubyan Bank K.S.C.;;;;
BPCE;;;;
BRIM FINANCIAL INC.;;;;
BSP Financial Group Limited;;;;
BUNQ B.V.;;;;
C. Hoare & Co.;;;;
Caixa Economica Federal;;;;
Caixa Geral de Depositos S.A.;;;;
Caixabank S.A.;;;;
Canadian Imperial Bank of Commerce;;;;
Canadian Imperial Bank of Commerce / Citigroup Pty Limited / Royal Bank of Canada / Seven Seventeen Credit Union Inc. / The Bank of Nova Scotia / United Overseas Bank Limited;;;;
CANADIAN TIRE BANK;;;;
CAPITAL ONE (EUROPE) PLC;;;;
CAPITAL ONE BANK (USA), NATION AL ASSOCIATION;;;;
CAPITAL ONE BANK (USA), NATIONAL ASSOCIATION;;;;
CAPITAL ONE, NATIONAL ASSOCIATION;;;;
CAPITEC BANK LIMITED;;;;
Cathay United Bank;;;;
CB Bank PCL;;;;
Celtic Bank;;;;
CELTIC BANK CORPORATION;;;;
CENTENNIAL BANK;;;;
Centier Bank;;;;
Central Bank of Kansas City;;;;
Central Minnesota Credit Union;;;;
CENTRAL TRUST BANK, THE;;;;
Ceska sporitelna, a.s.;;;;
